ASTATE,DISTRICT,TEHSIL,VILLAGE,TOTAL_OF_ROR,TOTAL_OF_LAND_OWNER,ROR_DATA_ENTRY_AS_OF_P_S,AVAILABILITY_OF_ROR_DISTRIBUTION_P_S,ROR_LINKAGE_WITH_AA_COMPLETED,ROR_LINKAGE_WITH_AA_ONGOING,OF_LAND_OWNER_HOLDERS_WHOSE_ROR_L_W_A,WHETHER_MUTATION_NOTICE_AND_MUTATION_WORKFLOW_A_C,ISSUANCE_OF_DIGITALLY_SIGNED_ROR,ICT_CHANNEL_OF_DISTRIBUTION_OF_ROR,STATUS_ENTRY_DATE,STATE_CODE,DISTRICT_CODE,TEHSIL_CODE,URL_DISTRICT,URL_TEHSIL
UTTAR PRADESH,Agra,Bah,Ladhavapura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Lakhanpura Jahageer,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Lakhanpur Khalsa,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Lalpura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Madhaya Jaisingh,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Madhepura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Mahapur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Mahua,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Mai,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Maloni,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Mangadpur,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Manhgoli,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Manikpura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Manona,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Mansoorpura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Mau,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Midkoli,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Milik,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Mitaili,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Modidanda,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Modipura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Mudiyapura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Mukutpura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Nadgawan,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Nagla Bachhgaiyan,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Nagla Dalel,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Nagla Ent,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Nagoo Pura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Nagriya,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Nahtoli,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Narholi,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Naugawan,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Nawali,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Nayepura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Neemdanda,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Nonera,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Ondh,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Padkoli,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Paharpura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Pahirjaura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Pai,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Paprinagar,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Parana,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Parbatipura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Pathakpura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Pharaira,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Pharairi,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Pharaiyapura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Pidhora,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Pinaht,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Pratappura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Pundrikpura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Purabhagwan,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Purakanera,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Pyarampura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Raipura Bhadoriya,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Raipuradixit,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Rajaura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Rajpura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Rampur Chandrasaini,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Ranipura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Ratauti,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Reha,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Renka,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Richhapura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Rithai,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Rooppura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Rudmuli,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Sabora,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Sajaiti,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Samaramau,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Sannpura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Sarokhipura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Seha,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Serab,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Shahapur Brahaman,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Shahapur Goojar,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Shahpur Khalsa,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Sidhaoli,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
UTTAR PRADESH,Agra,Bah,Sihpura,1,0,Completed,Done,Not Started,Not Started,NR,Done,Done,CSC,2016-04-21,9,146,770,https://dilrmp.gov.in/faces/rptphysical/rptClrStatus.xhtml?tehcode=770,https://dilrmp.gov.in/faces/rpttehsilwisephysical/rptComputerizationOfLandRecord.xhtml?districtcode=146
